COMPANY_CD,COUNTERPARTY_CD,SEQ_NO,SEC_REF_NO,SEC_CATEGORY,SEC_TYPE,DEAL_TYPE,GUARANTOR_CD,CURRENCY,VARIATION_VALUE,VALUE,VALUE_FLUC,ISS_BANK_CD,ISS_BANK_REF,ADV_BANK_CD,ADV_BANK_REF,CONFIRM_BANK_CD,CONFIRM_BANK_REF,RECEIPT_DT,ISSUE_DT,EXPIRE_DT,RENEW_DT,CANCEL_DT,TENOR,REVIEW_DT,STATUS,REMARKS,FLAG,INORDER_HIST,ENT_BY,ENT_DT,MODIFY_DT,MODIFY_BY,APRV_DT,APRV_BY,SEQ_REV_NO,GX,SAP_APPROVAL,SAP_APPROVED_BY,SAP_APPROVED_DT,SAP_REVERSAL,SAP_REVERSAL_BY,SAP_REVERSAL_DT,PG_REF,CR_DR,TDS_AMT,TDS_STRUCT_CD,LOG_SEQ_NO,LOG_ENT_DT
DFPCL=SALES',S-2-0-6-0,11,DFPCL-S-9-V2,R,LC,GAS,null,1,Fixed,637235000,0,IDBI Bank Ltd,220390IBGF00049,null,null,null,null,27/01/2023 00:00:00,10/02/2023 00:00:00,31/05/2023 00:00:00,10/02/2023 00:00:00,null,154,null,A,SN06 FGSA 21 JUNE 2021 & SN01 FGSA 01 DEC 2022 W/ PCL AMD01,null,Y,104,10/02/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,10/02/2023 00:00:00
DFPCL=SALES',S-2-0-6-0,11,DFPCL-S-9-V2,R,LC,GAS,null,1,Fixed,137622000,0,IDBI Bank Ltd,220390IBGF00049,null,null,null,null,27/01/2023 00:00:00,10/02/2023 00:00:00,31/05/2023 00:00:00,10/02/2023 00:00:00,null,154,null,O,SN06 FGSA 21 JUNE 2021 & SN01 FGSA 01 DEC 2022 W/ PCL AMD01 (258 600 000 INR),Y,Y,104,10/02/2023 00:00:00,10/02/2023 00:00:00,104,10/02/2023 00:00:00,104,0,K,null,null,null,null,null,null,null,null,null,null,2,10/02/2023 00:00:00
DFPCL=SALES',S-2-0-6-0,11,DFPCL-S-9-V2,R,LC,GAS,null,1,Fixed,137622000,0,IDBI Bank Ltd,220390IBGF00049,null,null,null,null,27/01/2023 00:00:00,10/02/2023 00:00:00,31/05/2023 00:00:00,10/02/2023 00:00:00,null,154,null,E,SN06 FGSA 21 JUNE 2021 & SN01 FGSA 01 DEC 2022 W/ PCL AMD01 (258 600 000 INR),N,Y,104,10/02/2023 00:00:00,01/06/2023 00:00:00,104,10/02/2023 00:00:00,104,0,K,null,null,null,null,null,null,null,null,null,null,3,01/06/2023 00:00:00
TPL=SALES',L-1-1-0,1,TPL-S-1,R,OA,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,18,01/09/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,01/09/2023 00:00:00
IGL=SALES',S-2-0-12-0,1,IGL-S-1,R,LC,GAS,null,1,Fixed,319162000,0,HDFC Bank Ltd,003SBLD203660003,Standard Chartered Bank ,529114064754-G,null,null,01/01/2021 00:00:00,31/12/2020 00:00:00,31/08/2021 00:00:00,null,null,244,null,A,FGSA FEB 04 2011 (SN15),null,null,104,12/05/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,12/05/2021 00:00:00
IGL=SALES',S-2-0-12-0,1,IGL-S-1,R,LC,GAS,null,1,Fixed,319162000,0,HDFC Bank Ltd,003SBLD203660003,Standard Chartered Bank ,529114064754-G,null,null,01/01/2021 00:00:00,31/12/2020 00:00:00,31/08/2021 00:00:00,null,null,244,null,O,FGSA FEB 04 2011 (SN15),Y,Y,104,12/05/2021 00:00:00,12/05/2021 00:00:00,104,12/05/2021 00:00:00,104,0,K,null,null,null,null,null,null,null,null,null,null,2,12/05/2021 00:00:00
IGL=SALES',S-2-0-12-0,1,IGL-S-1,R,LC,GAS,null,1,Fixed,319162000,0,HDFC Bank Ltd,003SBLD203660003,Standard Chartered Bank ,529114064754-G,null,null,01/01/2021 00:00:00,31/12/2020 00:00:00,31/08/2021 00:00:00,null,12/05/2021 00:00:00,244,null,R,FGSA FEB 04 2011 (SN15),X,Y,104,12/05/2021 00:00:00,12/05/2021 00:00:00,104,12/05/2021 00:00:00,104,0,K,null,null,null,null,null,null,null,null,null,null,3,12/05/2021 00:00:00
IGL=SALES',S-2-0-14-0,5,IGL-S-3-V1,R,LC,GAS,null,1,Fixed,275000000,0,INDUSIND BANK LIMITED,OGT0005220073156,Standard Chartered Bank ,529114397869-G,null,null,29/11/2022 00:00:00,19/12/2022 00:00:00,28/02/2023 00:00:00,19/12/2022 00:00:00,null,110,null,E,FGSA FEB 04 2011 (SN17),N,Y,96,19/12/2022 00:00:00,01/03/2023 00:00:00,96,19/12/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,3,01/03/2023 00:00:00
IGL=SALES',S-2-0-14-0,5,IGL-S-3-V1,R,LC,GAS,null,1,Fixed,275000000,0,INDUSIND BANK LIMITED,OGT0005220073156,Standard Chartered Bank ,529114397869-G,null,null,29/11/2022 00:00:00,19/12/2022 00:00:00,28/02/2023 00:00:00,19/12/2022 00:00:00,null,110,null,O,FGSA FEB 04 2011 (SN17),Y,Y,96,19/12/2022 00:00:00,19/12/2022 00:00:00,96,19/12/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,2,19/12/2022 00:00:00
IGL=SALES',S-2-0-15-0,6,IGL-S-6,R,LC,null,null,1,null,527730000,null,null,null,null,null,null,null,31/03/2024 00:00:00,null,null,null,null,null,null,P,null,null,null,48,20/03/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,20/03/2024 00:00:00
IGL=SALES',S-2-0-18-0,9,IGL-S-9,R,LC,null,null,1,null,52704000,null,null,null,null,null,null,null,31/12/2024 00:00:00,null,null,null,null,null,null,P,One LC for both tranches,null,null,48,27/12/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,27/12/2024 00:00:00
IGL=SALES',S-2-0-18-0,9,IGL-S-9,R,LC,null,null,1,null,298227000,null,null,null,null,null,null,null,31/12/2024 00:00:00,null,null,null,null,null,null,P,One LC for both tranches,null,null,48,27/12/2024 00:00:00,27/12/2024 00:00:00,48,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,27/12/2024 00:00:00
IGL=SALES',S-2-0-18-0,9,IGL-S-9,R,LC,GAS,null,1,Fixed,996017000,0,Yes Bank Ltd,003SLG1243480001,Standard Chartered Bank ,528110157458-G,null,null,18/12/2024 00:00:00,13/12/2024 00:00:00,01/03/2025 00:00:00,null,null,79,null,A,SN19-SN20 FGSA 04 FEB 2011,null,null,48,27/12/2024 00:00:00,14/01/2025 00:00:00,195,null,null,0,K,null,null,null,null,null,null,null,null,null,null,3,14/01/2025 00:00:00
IGL=SALES',S-2-0-19-0,10,IGL-S-10,R,LC,null,null,1,null,298227000,null,null,null,null,null,null,null,31/12/2024 00:00:00,null,null,null,null,null,null,P,One LC for both tranches,null,null,48,27/12/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,27/12/2024 00:00:00
IGL=SALES',S-2-0-16-0,7,IGL-S-7,R,ADV,null,null,1,null,4000000,null,null,null,null,null,null,null,29/11/2024 00:00:00,null,null,null,null,null,null,P,null,null,null,154,29/11/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,29/11/2024 00:00:00
IGL=SALES',S-2-0-13-0,3,IGL-S-3,R,LC,null,null,1,null,108514000,null,null,null,null,null,null,null,02/11/2022 00:00:00,null,null,null,null,null,null,P,Advance of INR 7 203 913 already received  ,null,null,48,01/11/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,01/11/2022 00:00:00
IGL=SALES',S-2-0-17-0,8,IGL-S-8,R,ADV,null,null,1,null,4000000,null,null,null,null,null,null,null,29/11/2024 00:00:00,null,null,null,null,null,null,P,null,null,null,154,29/11/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,29/11/2024 00:00:00
BPCL=SALES',L-2-1-0,3,BPCL-S-3,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,18,22/06/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,22/06/2022 00:00:00
BPCL=SALES',L-1-1-0,1,BPCL-S-1,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,18,09/06/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,09/06/2022 00:00:00
BPCL=SALES',L-1-1-0,2,BPCL-S-2,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,18,09/06/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,09/06/2022 00:00:00
HPCL=SALES',S-2-0-16-0,10,HPCL-S-10,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,110,01/10/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,01/10/2021 00:00:00
HPCL=SALES',S-2-0-16-0,11,HPCL-S-11,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,110,01/10/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,01/10/2021 00:00:00
HPCL=SALES',S-2-0-9-0,2,HPCL-S-2,R,LC,GAS,null,1,Fixed,359200000,0,ICICI Bank Ltd,0393NDSG00160121,Standard Chartered Bank ,529114031512-G,null,null,05/05/2021 00:00:00,27/10/2020 00:00:00,31/05/2021 00:00:00,null,null,217,null,A,All SN under FGSA DATED 15.JUNE2016 AMD03,null,null,95,17/05/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,17/05/2021 00:00:00
HPCL=SALES',S-2-0-9-0,2,HPCL-S-2,R,LC,GAS,null,1,Fixed,359200000,0,ICICI Bank Ltd,0393NDSG00160121,Standard Chartered Bank ,529114031512-G,null,null,05/05/2021 00:00:00,27/10/2020 00:00:00,31/05/2021 00:00:00,null,17/05/2021 00:00:00,217,null,C,All SN under FGSA DATED 15.JUNE2016 AMD03,X,null,95,17/05/2021 00:00:00,17/05/2021 00:00:00,95,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,17/05/2021 00:00:00
HPCL=SALES',S-2-0-9-0,1,HPCL-S-1,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,18,15/05/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,15/05/2021 00:00:00
HPCL=SALES',S-2-0-10-0,5,HPCL-S-5,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,110,30/06/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,30/06/2021 00:00:00
HPCL=SALES',S-2-0-13-0,7,HPCL-S-7,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,110,01/08/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,01/08/2021 00:00:00
HPCL=SALES',S-2-0-14-0,8,HPCL-S-8,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,110,18/09/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,18/09/2021 00:00:00
HPCL=SALES',S-2-0-15-0,9,HPCL-S-9,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,110,29/09/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,29/09/2021 00:00:00
HPCL=SALES',S-2-0-12-0,6,HPCL-S-6,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,110,01/08/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,01/08/2021 00:00:00
HPCL=SALES',S-2-0-17-0,12,HPCL-S-12,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,110,03/12/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,03/12/2021 00:00:00
HPCL=SALES',S-2-0-21-0,24,HPCL-S-24,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,44,23/04/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,23/04/2024 00:00:00
HPCL=SALES',S-2-0-21-0,25,HPCL-S-25,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,44,23/04/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,23/04/2024 00:00:00
HPCL=SALES',S-2-0-19-0,22,HPCL-S-22,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,44,27/09/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,27/09/2023 00:00:00
HPCL=SALES',S-2-0-18-0,21,HPCL-S-21,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,37,26/04/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,26/04/2023 00:00:00
HPCL=SALES',S-2-0-20-0,23,HPCL-S-23,R,OA,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,Supplies will be on open credit basis,null,null,44,26/01/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,26/01/2024 00:00:00
HPCL=SALES',S-2-0-26-0,28,HPCL-S-28,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,44,12/11/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,12/11/2024 00:00:00
HPCL=SALES',S-2-0-24-0,26,HPCL-S-26,R,OA,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,44,26/07/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,26/07/2024 00:00:00
HPCL=SALES',S-2-0-25-0,27,HPCL-S-27,R,OA,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,44,26/07/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,26/07/2024 00:00:00
GSFC=SALES',S-1-0-10-0,6,GSFC-S-6,R,OA,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,45,30/08/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,30/08/2021 00:00:00
GSFC=SALES',S-1-0-11-0,7,GSFC-S-7,R,OA,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,45,30/08/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,30/08/2021 00:00:00
GSFC=SALES',S-1-0-7-0,2,GSFC-S-2,R,OA,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,45,28/06/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,28/06/2021 00:00:00
GSFC=SALES',S-1-0-6-0,1,GSFC-S-1,R,LC,GAS,null,1,Fixed,136400000,0,Bank of Baroda,0209STI001600820,Standard Chartered Bank ,529114061784-G,null,null,11/02/2021 00:00:00,24/12/2020 00:00:00,26/01/2022 00:00:00,null,null,399,null,O,FGSA MARCH 14 2016 AMD1 (SN06),Y,Y,95,10/05/2021 00:00:00,12/05/2021 00:00:00,95,12/05/2021 00:00:00,95,0,K,null,null,null,null,null,null,null,null,null,null,2,12/05/2021 00:00:00
GSFC=SALES',S-1-0-6-0,1,GSFC-S-1,R,LC,GAS,null,1,Fixed,136400000,0,Bank of Baroda,0209STI001600820,Standard Chartered Bank ,529114061784-G,null,null,11/02/2021 00:00:00,24/12/2020 00:00:00,26/01/2022 00:00:00,null,null,399,null,A,SN06 AMD1,null,null,95,10/05/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,10/05/2021 00:00:00
GSFC=SALES',S-1-0-6-0,1,GSFC-S-1,R,LC,GAS,null,1,Fixed,136400000,0,Bank of Baroda,0209STI001600820,Standard Chartered Bank ,529114061784-G,null,null,11/02/2021 00:00:00,24/12/2020 00:00:00,26/01/2022 00:00:00,null,null,399,null,E,FGSA MARCH 14 2016 AMD1 (SN06),N,Y,95,10/05/2021 00:00:00,27/01/2022 00:00:00,95,12/05/2021 00:00:00,95,0,K,null,null,null,null,null,null,null,null,null,null,3,27/01/2022 00:00:00
GSFC=SALES',S-1-0-12-0,8,GSFC-S-8,R,OA,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,45,30/11/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,30/11/2021 00:00:00
GSFC=SALES',S-1-0-8-0,5,GSFC-S-5,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,45,24/07/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,24/07/2021 00:00:00
GSFC=SALES',S-1-0-8-0,3,GSFC-S-3,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,45,24/07/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,24/07/2021 00:00:00
GSFC=SALES',S-1-0-9-0,4,GSFC-S-4,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,45,24/07/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,24/07/2021 00:00:00
GSFC=SALES',S-1-0-13-0,9,GSFC-S-9,R,OA,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,45,09/02/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,09/02/2022 00:00:00
GSFC=SALES',S-1-0-13-0,10,GSFC-S-10,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,45,09/02/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,09/02/2022 00:00:00
GSFC=SALES',L-1-1-0,11,GSFC-S-11,R,LC,null,null,1,null,780906491,null,null,null,null,null,null,null,10/02/2023 00:00:00,null,null,null,null,null,null,P,null,null,null,18,27/01/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,27/01/2023 00:00:00
GSFC=SALES',L-1-1-0,11,GSFC-S-11,R,LC,GAS,null,1,Fixed,780911400,0,Axis Bank Ltd,00130100009131,null,null,null,null,15/02/2023 00:00:00,04/02/2023 00:00:00,25/03/2023 00:00:00,null,null,50,null,O,TERM SHEET 26 JAN 2023,Y,Y,18,27/01/2023 00:00:00,15/02/2023 00:00:00,104,15/02/2023 00:00:00,104,0,K,null,null,null,null,null,null,null,null,null,null,2,15/02/2023 00:00:00
GSFC=SALES',L-1-1-0,11,GSFC-S-11,R,LC,GAS,null,1,Fixed,780911400,0,Axis Bank Ltd,00130100009131,null,null,null,null,15/02/2023 00:00:00,04/02/2023 00:00:00,25/03/2023 00:00:00,null,null,50,null,E,TERM SHEET 26 JAN 2023,N,Y,18,27/01/2023 00:00:00,26/03/2023 00:00:00,104,15/02/2023 00:00:00,104,0,K,null,null,null,null,null,null,null,null,null,null,3,26/03/2023 00:00:00
GSFC=SALES',L-2-1-0,12,GSFC-S-12,R,LC,null,null,1,null,761450000,null,null,null,null,null,null,null,10/03/2023 00:00:00,null,null,null,null,null,null,P,null,null,null,18,28/02/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,28/02/2023 00:00:00
GSFC=SALES',L-2-1-0,12,GSFC-S-12,R,LC,GAS,null,1,Fixed,761450000,0,Axis Bank Ltd,00130100009131,null,null,null,null,21/03/2023 00:00:00,10/03/2023 00:00:00,25/04/2023 00:00:00,null,null,47,null,O,TERM SHEET DD 28 FEBRUARY 2023,Y,Y,18,28/02/2023 00:00:00,24/03/2023 00:00:00,158,24/03/2023 00:00:00,158,0,K,null,null,null,null,null,null,null,null,null,null,2,24/03/2023 00:00:00
GSFC=SALES',L-2-1-0,12,GSFC-S-12,R,LC,GAS,null,1,Fixed,761450000,0,Axis Bank Ltd,00130100009131,null,null,null,null,21/03/2023 00:00:00,10/03/2023 00:00:00,25/04/2023 00:00:00,null,null,47,null,E,TERM SHEET DD 28 FEBRUARY 2023,N,Y,18,28/02/2023 00:00:00,26/04/2023 00:00:00,158,24/03/2023 00:00:00,158,0,K,null,null,null,null,null,null,null,null,null,null,3,26/04/2023 00:00:00
GSFC=SALES',L-3-1-0,13,GSFC-S-13,R,LC,null,null,1,null,382204000,null,null,null,null,null,null,null,07/09/2023 00:00:00,null,null,null,null,null,null,P,null,null,null,18,01/09/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,01/09/2023 00:00:00
GSFC=SALES',L-3-1-0,13,GSFC-S-13,R,LC,GAS,null,1,Fixed,383854700,0,Axis Bank Ltd,00130100009961,null,null,null,null,22/09/2023 00:00:00,06/09/2023 00:00:00,31/10/2023 00:00:00,null,null,56,null,O,TERM SHEET 31 AUGUST 2023,Y,Y,18,01/09/2023 00:00:00,25/09/2023 00:00:00,104,25/09/2023 00:00:00,104,0,K,null,null,null,null,null,null,null,null,null,null,2,25/09/2023 00:00:00
GSFC=SALES',L-3-1-0,13,GSFC-S-13,R,LC,GAS,null,1,Fixed,383854700,0,Axis Bank Ltd,00130100009961,null,null,null,null,22/09/2023 00:00:00,06/09/2023 00:00:00,31/10/2023 00:00:00,null,null,56,null,E,TERM SHEET 31 AUGUST 2023,N,Y,18,01/09/2023 00:00:00,01/11/2023 00:00:00,104,25/09/2023 00:00:00,104,0,K,null,null,null,null,null,null,null,null,null,null,3,01/11/2023 00:00:00
GSFC=SALES',L-5-1-0,14,GSFC-S-14,R,BG,null,null,1,null,294850000,null,null,null,null,null,null,null,07/01/2025 00:00:00,null,null,null,null,null,null,P,null,null,null,48,30/12/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,30/12/2024 00:00:00
ATGL=SALES',S-1-0-1-0,1,ATGL-S-1,R,LC,null,null,1,null,36414000,null,null,null,null,null,null,null,22/02/2024 00:00:00,null,null,null,null,null,null,P,Credit Exceed of 7 days to manage any delay in Advance Payment and LC,null,null,18,15/02/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,15/02/2024 00:00:00
ATGL=SALES',S-1-0-1-0,1,ATGL-S-1,R,LC,null,null,1,null,36414000,null,null,null,null,null,null,null,22/02/2024 00:00:00,null,null,null,null,null,null,P,Credit Exceed of 7 days to manage any delay in Advance Payment and LC,null,null,18,15/02/2024 00:00:00,15/02/2024 00:00:00,18,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,15/02/2024 00:00:00
ATGL=SALES',S-1-0-1-0,1,ATGL-S-1,R,LC,GAS,null,1,Fixed,36414000,0,Sumitomo Mitsui Banking Corporation,Dummy,Standard Chartered Bank ,null,null,null,22/02/2024 00:00:00,20/02/2024 00:00:00,30/04/2024 00:00:00,null,null,71,null,D,Credit Exceed of 7 days to manage any delay in Advance Payment and LC,null,null,18,15/02/2024 00:00:00,20/02/2024 00:00:00,159,null,null,0,K,null,null,null,null,null,null,null,null,null,null,3,20/02/2024 00:00:00
ATGL=SALES',S-1-0-1-0,1,ATGL-S-1,R,LC,GAS,null,1,Fixed,36414000,0,Sumitomo Mitsui Banking Corporation,Dummy,Standard Chartered Bank ,null,null,null,22/02/2024 00:00:00,20/02/2024 00:00:00,30/04/2024 00:00:00,null,26/02/2024 00:00:00,71,null,R,Credit Exceed of 7 days to manage any delay in Advance Payment and LC,X,null,18,15/02/2024 00:00:00,20/02/2024 00:00:00,159,null,null,0,K,null,null,null,null,null,null,null,null,null,null,4,26/02/2024 00:00:00
ATGL=SALES',S-1-0-1-0,2,ATGL-S-1-V1,R,LC,GAS,null,1,Fixed,36414000,0,Sumitomo Mitsui Banking Corporation,Dummy,Standard Chartered Bank ,null,null,null,22/02/2024 00:00:00,26/02/2024 00:00:00,30/04/2024 00:00:00,26/02/2024 00:00:00,null,71,null,A,Credit Exceed of 7 days to manage any delay in Advance Payment and LC,null,null,159,26/02/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,26/02/2024 00:00:00
ATGL=SALES',S-1-0-1-0,2,ATGL-S-1-V1,R,LC,GAS,null,1,Fixed,36414000,0,Sumitomo Mitsui Banking Corporation,MD2405200003,Standard Chartered Bank ,528110007888-G,null,null,22/02/2024 00:00:00,26/02/2024 00:00:00,20/02/2025 00:00:00,26/02/2024 00:00:00,null,361,null,A,Credit Exceed of 7 days to manage any delay in Advance Payment and LC,null,null,159,26/02/2024 00:00:00,26/02/2024 00:00:00,159,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,26/02/2024 00:00:00
AMNS=SALES',S-1-0-16-0,2,AMNS-S-2,R,OA,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,45,29/04/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,29/04/2021 00:00:00
AMNS=SALES',S-1-0-24-0,15,AMNS-S-15,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,110,22/09/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,22/09/2022 00:00:00
AMNS=SALES',S-1-0-25-0,18,AMNS-S-18,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,110,07/10/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,07/10/2022 00:00:00
AMNS=SALES',S-1-0-25-0,17,AMNS-S-17,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,110,07/10/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,07/10/2022 00:00:00
AMNS=SALES',S-1-0-18-0,6,AMNS-S-6,R,OA,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,45,26/06/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,26/06/2021 00:00:00
AMNS=SALES',S-1-0-19-0,7,AMNS-S-7,R,OA,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,45,19/08/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,19/08/2021 00:00:00
AMNS=SALES',S-1-0-17-0,5,AMNS-S-5,R,OA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,P,null,null,null,18,05/06/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,05/06/2021 00:00:00
