

<<START>>,<<FMS_SECURITY_MST>>,,,, 	(27-APR-2025 10:57:34)
2,null, , ,,,1,, 	(27-APR-2025 10:57:36)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:36)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:36)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:36)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:36)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:36)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:36)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:36)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:36)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:36)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:36)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:36)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:36)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:36)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825019,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825020,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825021,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825022,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825023,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825024,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825025,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825026,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825027,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825028,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825029,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825030,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825031,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825032,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825033,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825034,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825035,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825036,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825037,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825038,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825039,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825040,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825041,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825042,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825043,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825044,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825045,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825046,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825047,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825048,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825049,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825050,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825051,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825052,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825053,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825054,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825055,3,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825019,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825020,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825021,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825022,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825023,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825024,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825025,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825026,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825027,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825028,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825029,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825030,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825031,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825032,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825033,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825034,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825035,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825036,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825037,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825038,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825039,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825040,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825041,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825042,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825043,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825044,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825045,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825046,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825047,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825048,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825049,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825050,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825051,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825052,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825053,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825054,2,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825055,2,1,D, 	(27-APR-2025 10:57:37)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,2,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,null, , ,,,1,, 	(27-APR-2025 10:57:37)	 (Not Inserted)
2,1, 0, 0,825019,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825020,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825021,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825022,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825023,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825024,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825025,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825026,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825027,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825028,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825029,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825030,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825031,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825032,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825033,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825034,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825035,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825036,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825037,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825038,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825039,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825040,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825041,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825042,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825043,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825044,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825045,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825046,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825047,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825048,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825049,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825050,1,1,D, 	(27-APR-2025 10:57:37)
2,1, 0, 0,825051,1,1,D, 	(27-APR-2025 10:57:37)
