

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(09-APR-2025 19:16:45)
7 , SBI MCLR , 06/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 07/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 08/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 09/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 10/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 11/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 12/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 13/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 14/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 15/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 16/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 17/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 18/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 19/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 20/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 21/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 22/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 23/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 24/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 25/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 26/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 27/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 28/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 29/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 30/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 31/07/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 01/08/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 02/08/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 03/08/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 04/08/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 05/08/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 06/08/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 07/08/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 08/08/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 09/08/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 10/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 11/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 12/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 13/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 14/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 15/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 16/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 17/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 18/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 19/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 20/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 21/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 22/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 23/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 24/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 25/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 26/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 27/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 28/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 29/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 30/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 31/10/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 01/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 02/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 03/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 04/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 05/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 06/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 07/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 08/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 09/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 10/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 11/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 12/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 13/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 14/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 15/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 16/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 17/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 18/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 19/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 20/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 21/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 22/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 23/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 24/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 25/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 26/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 27/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 28/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 29/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 30/11/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 01/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 02/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 03/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 04/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 05/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 06/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 07/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 08/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 09/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 10/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 11/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 12/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 13/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 14/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 15/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 16/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 17/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 18/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 19/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 20/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
7 , SBI MCLR , 21/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,1165,, 	(09-APR-2025 19:16:46)
 

TOTAL DATA INSERTED : ,0,, 	(09-APR-2025 19:16:46)
 

TOTAL SKIPPED DATA ,1165,, 	(09-APR-2025 19:16:46)
 
<<END>>,<<FMS_INT_PAY_RATE_ENTRY>>,, 	(09-APR-2025 19:16:46)
 

<<START>>,<<FMS_EXCHG_RATE_ENTRY>>,, 	(09-APR-2025 19:16:46)
 
**********AutomationEMS Error  (09-APR-2025 19:16:46) **********
org.apache.poi.openxml4j.exceptions.InvalidOperationException: Can't open the specified file: 'C:\Program Files\Apache Software Foundation\Tomcat 9.0\temp\poifiles\poi-ooxml-5729282262501899002.tmp'

com.etrm.fms.migration.Master_SEIPL_Data_Reader.FMS_EXCHG_RATE_ENTRY(Master_SEIPL_Data_Reader.java:3197)
com.etrm.fms.migration.Master_SEIPL_Data_Reader.init(Master_SEIPL_Data_Reader.java:174)
**************************************************

<<FUNCTION FMS_EXCHG_RATE_ENTRY() ENDED WITH ERRORS>>


<<START>>,<<FMS_BANK_MST>>,,, 	(09-APR-2025 19:16:46)
 
CD,BANK_NAME,BANK_ABBR,EFF_DT,TIMESTAMP
1023 , STANDARD CHARTERED BANK , NULL , 01/01/2010 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , Mizuho Bank, Ltd , MIZUHO , 01/06/2023 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , RBL Bank Ltd , RBL , 26/02/2024 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , ICICI Bank Ltd , ICICI , 24/03/2021 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , HDFC Bank Ltd , HDFC , 24/03/2021 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , Axis Bank Ltd , AXIS , 24/03/2021 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , Bank of Baroda , BOB , 24/03/2021 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , Indian Bank , IB , 24/03/2021 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , Standard Chartered Bank  , SCB , 24/03/2021 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , IDBI Bank Ltd , IDBI , 24/03/2021 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , State Bank of India , SBI , 24/03/2021 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , Federal Bank Ltd , FBL , 24/03/2021 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , The Hongkong & Shanghai Banking Corporation Ltd , HSBC , 14/06/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , Citibank N.A. ? India Branches , CITI INDIA , 19/07/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , Kotak Mahindra Bank Limited , KMB , 03/06/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , Yes Bank Ltd , YBL , 04/01/2023 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , Union Bank of India , UBI , 10/01/2023 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , Punjab National Bank , PNB , 13/05/2021 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , Credit Agricole Corporate and Investment Bank (India) , CACIB , 18/05/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , Sumitomo Mitsui Banking Corporation , SMBC-DELHI , 22/09/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , Deutsche Bank AG  , DB INDIA , 22/09/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
1023 , INDUSIND BANK LIMITED , INDUSIND , 08/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,22,,, 	(09-APR-2025 19:16:46)
 

TOTAL DATA INSERTED : ,0,,, 	(09-APR-2025 19:16:46)
 

TOTAL SKIPPED DATA ,22,,, 	(09-APR-2025 19:16:46)
 
<<END>>,<<FMS_BANK_MST>>,,, 	(09-APR-2025 19:16:46)
 

<<START>>,<<FMS_SHIP_MST>>,, 	(09-APR-2025 19:16:46)
 
CD,SHIP_NAME,EFF_DT,TIMESTAMP
282 , MARIA ENERGY , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , OUGARTA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , METHANE SPIRIT , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , YARI LNG , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , FLEX ENDEAVOUR , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , METHANE JANE ELIZABETH , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MARAN GAS ASCLEPIUS , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , HISPANIA SPIRIT , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , CASTILLO DE MERIDA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MARAN GAS HECTOR , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , SHINSHU MARU , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GOLAR MARIA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , UMM AL ASTHAN , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , LNG PORT HARCOURT II , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , SHAHAMAH , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MRAWEH , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GASLOG SEATTLE , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MARAN GAS CHIOS , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GOLAR ICE , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MARAN GAS AMPHIPOLIS , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MARVEL FALCON , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GASLOG GLADSTONE , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , FLEX COURAGEOUS , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , VELIKIY NOVGOROD , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , OAK SPIRIT , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , ELISA AQUILA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , AMUR RIVER , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , PAN AMERICAS , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , SESTAO KNUTSEN , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , TORBEN SPIRIT , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , AMANI , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MARAN GAS ULYSSES , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , ARCTIC VOYAGER , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GRACE EMILIA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , ASIA INTEGRITY , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MERIDIAN SPIRIT , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GOLAR CRYSTAL , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GASLOG WESTMINSTER , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , FLEX ARTEMIS , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GOLAR TUNDRA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MILAHA QATAR , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , ORION SUN , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , LNG LAGOS II , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , COOL RUNNER , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , LNG ALLIANCE , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , PAN EUROPE , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , BW BRUSSELS , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , RIOJA KNUTSEN , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GOLAR PENGUIN , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , BW PARIS , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , METHANE KARI ELIN , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , DOMESTIC GAS , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , SCF TIMMERMAN  , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GAIL BHUWAN , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , HOEGH GANDRIA  , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , LUSAIL , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , BRITISH MENTOR , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , PAN ASIA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , METHANE PRINCESS , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GASLOG SAVANNAH , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , LNG FUKUROKUJU , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , KITA LNG , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GASLOG HONG KONG , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MARAN GAS PERICLES , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , CUBAL , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , SERI AMANAH , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GOLAR BEAR , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GOLAR SNOW , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GALICIA SPIRIT  , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , SONANGOL ETOSHA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , LNG LOKOJA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , LA MANCHA KNUTSEN , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , LNG FINIMA II , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , IBRI LNG , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GOLAR KELVIN , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , SOYO , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MYRINA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , METHANE PATRICIA CAMILA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MARAN GAS ROXANA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GASLOG GENOA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , LOBITO , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , METHANE ALISON VICTORIA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MUBARAZ , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , ISH , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , PAN AFRICA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MARAN GAS OLYMPIAS , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MALANJE , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , LNG ABALAMABIE , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MARIB SPIRIT , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MARAN GAS CORONIS , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , ADAM LNG , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GASLOG SARATOGA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , AL HAMRA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GASLOG SANTIAGO , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MARAN GAS EFFESSOS , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , SEVILLA KNUTSEN , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , SCF MITRE , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , :LNG FINIMA II , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , SONANGOL BENGUELA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , BILBAO KNUTSEN , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , LNG OYO , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GASLOG SHANGHAI , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , MARAN GAS ACHILLES , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , METHANE HEATHER SALLY , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GHASHA , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
282 , GOLAR CELSIUS , 01/01/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
