

<<START>>,<<FMS_SUPPLY_CONT_TRANSPTR>>,,,,,,,, 	(10-SEP-2025 17:22:44)
239,13,0,1,3,L,PipeInfra,4, 	(10-SEP-2025 17:22:50)
239,14,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:50)
239,14,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:50)
239,13,0,1,4,L,PipeInfra,4, 	(10-SEP-2025 17:22:50)
239,13,0,1,4,L,PipeInfra,4, 	(10-SEP-2025 17:22:50)
241,1,0,1,0,L,Gail,3, 	(10-SEP-2025 17:22:50)
241,1,0,1,0,L,Gail,3, 	(10-SEP-2025 17:22:50)
241,1,0,2,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
241,1,0,2,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
241,1,0,3,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
241,1,0,3,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
241,1,0,3,0,L,Gail,3, 	(10-SEP-2025 17:22:50)
245,1,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
245,1,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
245,1,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
247,1,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
247,1,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
247,2,0,1,1,L,Gail,1, 	(10-SEP-2025 17:22:50)
247,2,0,1,1,L,Gail,1, 	(10-SEP-2025 17:22:50)
247,2,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
247,2,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
247,3,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
247,3,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
251,0,144,1,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
251,0,144,1,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
251,0,144,3,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
251,0,144,3,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
251,0,144,2,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
251,0,144,2,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
251,0,144,2,1,L,Gail,4, 	(10-SEP-2025 17:22:50)
251,0,144,2,1,L,Gail,4, 	(10-SEP-2025 17:22:50)
255,0,119,1,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
255,0,119,1,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
255,0,119,2,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
255,0,119,2,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
255,0,119,3,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
255,0,119,3,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
255,0,119,4,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
255,0,119,4,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
265,0,127,1,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
265,0,127,1,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,2,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,2,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,3,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,3,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,4,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,4,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,5,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,5,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,6,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,6,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,7,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,7,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,8,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,8,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,9,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
265,0,127,9,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
269,1,0,2,0,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
269,1,0,2,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
269,1,0,6,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
269,1,0,6,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
269,1,0,6,0,L,PipeInfra,4, 	(10-SEP-2025 17:22:50)
269,1,0,6,0,L,PipeInfra,5, 	(10-SEP-2025 17:22:50)
269,1,0,5,0,L,PipeInfra,5, 	(10-SEP-2025 17:22:50)
269,1,0,5,0,L,Gail,5, 	(10-SEP-2025 17:22:50)
269,1,0,1,0,L,Gail,5, 	(10-SEP-2025 17:22:50)
269,1,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
269,1,0,7,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
269,1,0,7,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
269,1,0,8,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
269,1,0,8,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
269,1,0,9,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
269,1,0,9,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
269,1,0,3,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
269,1,0,3,0,L,PipeInfra,5, 	(10-SEP-2025 17:22:50)
269,1,0,3,0,L,PipeInfra,5, 	(10-SEP-2025 17:22:50)
269,1,0,3,0,L,Gail,5, 	(10-SEP-2025 17:22:50)
269,1,0,4,0,L,Gail,5, 	(10-SEP-2025 17:22:50)
269,1,0,4,0,L,PipeInfra,5, 	(10-SEP-2025 17:22:50)
273,0,139,1,1,L,Gail,5, 	(10-SEP-2025 17:22:50)
273,0,139,1,1,L,Gail,1, 	(10-SEP-2025 17:22:50)
273,0,139,1,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
273,0,139,1,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
274,1,0,1,0,L,GSPL,2, 	(10-SEP-2025 17:22:50)
274,1,0,1,0,L,GSPL,2, 	(10-SEP-2025 17:22:50)
275,1,0,3,0,L,GSPL,2, 	(10-SEP-2025 17:22:50)
275,1,0,3,0,L,GSPL,2, 	(10-SEP-2025 17:22:50)
275,1,0,3,1,L,GSPL,2, 	(10-SEP-2025 17:22:50)
275,1,0,3,1,L,GSPL,2, 	(10-SEP-2025 17:22:50)
275,1,0,4,0,L,GSPL,2, 	(10-SEP-2025 17:22:50)
275,1,0,4,0,L,GSPL,2, 	(10-SEP-2025 17:22:50)
275,1,0,1,0,L,GSPL,2, 	(10-SEP-2025 17:22:50)
275,1,0,2,0,L,GSPL,2, 	(10-SEP-2025 17:22:50)
275,1,0,2,0,L,GSPL,2, 	(10-SEP-2025 17:22:50)
282,0,137,1,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,1,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,1,1,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,1,1,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,3,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,3,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,6,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,6,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,7,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,7,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,2,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,2,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,11,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,11,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,12,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,12,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,8,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,8,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,9,0,L,Gail,3, 	(10-SEP-2025 17:22:50)
282,0,137,9,0,L,Gail,3, 	(10-SEP-2025 17:22:50)
282,0,137,9,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,10,0,L,Gail,3, 	(10-SEP-2025 17:22:50)
282,0,137,10,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,10,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,4,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,4,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,5,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
282,0,137,5,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
284,0,140,1,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
284,0,140,1,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
284,0,140,2,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
284,0,140,2,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
287,0,141,1,0,L,Gail,1, 	(10-SEP-2025 17:22:50)
287,0,141,1,0,L,Gail,4, 	(10-SEP-2025 17:22:50)
290,0,146,1,0,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
290,0,146,1,0,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
291,1,0,1,0,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
291,1,0,1,0,L,PipeInfra,4, 	(10-SEP-2025 17:22:50)
291,1,0,1,1,L,PipeInfra,4, 	(10-SEP-2025 17:22:50)
291,1,0,1,1,L,PipeInfra,4, 	(10-SEP-2025 17:22:50)
291,1,0,2,0,L,PipeInfra,4, 	(10-SEP-2025 17:22:50)
291,1,0,2,0,L,PipeInfra,4, 	(10-SEP-2025 17:22:50)
296,0,150,1,2,L,Gail,4, 	(10-SEP-2025 17:22:50)
296,0,150,1,2,L,Gail,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,2,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,2,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,2,L,PipeInfra,5, 	(10-SEP-2025 17:22:50)
296,0,150,1,5,L,Gail,5, 	(10-SEP-2025 17:22:50)
296,0,150,1,5,L,PipeInfra,5, 	(10-SEP-2025 17:22:50)
296,0,150,1,5,L,PipeInfra,5, 	(10-SEP-2025 17:22:50)
296,0,150,1,5,L,Gail,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,5,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,7,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,7,L,PipeInfra,5, 	(10-SEP-2025 17:22:50)
296,0,150,1,7,L,Gail,5, 	(10-SEP-2025 17:22:50)
296,0,150,1,7,L,PipeInfra,5, 	(10-SEP-2025 17:22:50)
296,0,150,1,7,L,Gail,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,3,L,PipeInfra,5, 	(10-SEP-2025 17:22:50)
296,0,150,1,3,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,3,L,Gail,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,3,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,3,L,Gail,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,6,L,Gail,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,6,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,6,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,6,L,PipeInfra,5, 	(10-SEP-2025 17:22:50)
296,0,150,1,6,L,Gail,5, 	(10-SEP-2025 17:22:50)
296,0,150,1,0,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,0,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,1,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,1,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,4,L,PipeInfra,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,4,L,Gail,1, 	(10-SEP-2025 17:22:50)
296,0,150,1,4,L,PipeInfra,5, 	(10-SEP-2025 17:22:50)
296,0,150,1,4,L,Gail,5, 	(10-SEP-2025 17:22:50)
296,0,150,1,4,L,PipeInfra,5, 	(10-SEP-2025 17:22:50)

TOTAL DATA EXTRACTED :,4673 ,,,,,,,, 	(10-SEP-2025 17:22:51)
 
<<END>>,<<FMS_SUPPLY_CONT_TRANSPTR>>,,,,,,,, 	(10-SEP-2025 17:22:51)
 
<<START>>,<<FMS_SUPPLY_CONT_PLANT>>,,,, 	(10-SEP-2025 17:22:51)
 
COUNTERPARTY_ABBR,CONTRACT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,PLANT_SEQ_NO,TIMESTAMP,
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,1,3, 	(10-SEP-2025 17:22:51)
RIL,2,1,6, 	(10-SEP-2025 17:22:51)
RIL,2,1,5, 	(10-SEP-2025 17:22:51)
RIL,2,1,3, 	(10-SEP-2025 17:22:51)
RIL,2,1,1, 	(10-SEP-2025 17:22:51)
RIL,2,1,3, 	(10-SEP-2025 17:22:51)
RIL,2,1,4, 	(10-SEP-2025 17:22:51)
RIL,2,1,6, 	(10-SEP-2025 17:22:51)
RIL,2,1,9, 	(10-SEP-2025 17:22:51)
RIL,2,1,1, 	(10-SEP-2025 17:22:51)
RIL,2,1,3, 	(10-SEP-2025 17:22:51)
RIL,2,1,5, 	(10-SEP-2025 17:22:51)
RIL,2,1,4, 	(10-SEP-2025 17:22:51)
RIL,2,1,7, 	(10-SEP-2025 17:22:51)
RIL,2,1,9, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,1,2, 	(10-SEP-2025 17:22:51)
RIL,2,1,5, 	(10-SEP-2025 17:22:51)
RIL,2,1,1, 	(10-SEP-2025 17:22:51)
RIL,2,1,4, 	(10-SEP-2025 17:22:51)
RIL,3,0,6, 	(10-SEP-2025 17:22:51)
RIL,3,0,16, 	(10-SEP-2025 17:22:51)
RIL,3,0,17, 	(10-SEP-2025 17:22:51)
RIL,2,1,4, 	(10-SEP-2025 17:22:51)
RIL,2,1,7, 	(10-SEP-2025 17:22:51)
RIL,2,1,8, 	(10-SEP-2025 17:22:51)
RIL,2,1,6, 	(10-SEP-2025 17:22:51)
RIL,2,1,2, 	(10-SEP-2025 17:22:51)
RIL,2,1,3, 	(10-SEP-2025 17:22:51)
RIL,2,1,3, 	(10-SEP-2025 17:22:51)
RIL,2,1,4, 	(10-SEP-2025 17:22:51)
RIL,2,1,6, 	(10-SEP-2025 17:22:51)
RIL,2,1,8, 	(10-SEP-2025 17:22:51)
RIL,2,1,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,1,5, 	(10-SEP-2025 17:22:51)
RIL,2,1,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,3,0,8, 	(10-SEP-2025 17:22:51)
RIL,2,1,1, 	(10-SEP-2025 17:22:51)
RIL,2,1,8, 	(10-SEP-2025 17:22:51)
RIL,2,1,9, 	(10-SEP-2025 17:22:51)
RIL,2,1,5, 	(10-SEP-2025 17:22:51)
RIL,2,1,9, 	(10-SEP-2025 17:22:51)
RIL,2,1,5, 	(10-SEP-2025 17:22:51)
RIL,2,1,2, 	(10-SEP-2025 17:22:51)
RIL,2,1,4, 	(10-SEP-2025 17:22:51)
RIL,2,1,6, 	(10-SEP-2025 17:22:51)
RIL,2,1,8, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,1,9, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,1,9, 	(10-SEP-2025 17:22:51)
RIL,3,0,1, 	(10-SEP-2025 17:22:51)
RIL,3,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,1,9, 	(10-SEP-2025 17:22:51)
RIL,2,1,7, 	(10-SEP-2025 17:22:51)
RIL,2,1,9, 	(10-SEP-2025 17:22:51)
RIL,2,1,4, 	(10-SEP-2025 17:22:51)
RIL,2,1,5, 	(10-SEP-2025 17:22:51)
RIL,2,1,7, 	(10-SEP-2025 17:22:51)
RIL,2,1,9, 	(10-SEP-2025 17:22:51)
RIL,2,1,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,1,6, 	(10-SEP-2025 17:22:51)
RIL,2,1,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,3,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,1,8, 	(10-SEP-2025 17:22:51)
RIL,3,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,1,4, 	(10-SEP-2025 17:22:51)
RIL,2,1,6, 	(10-SEP-2025 17:22:51)
RIL,2,1,4, 	(10-SEP-2025 17:22:51)
RIL,2,1,8, 	(10-SEP-2025 17:22:51)
RIL,2,1,1, 	(10-SEP-2025 17:22:51)
RIL,2,1,1, 	(10-SEP-2025 17:22:51)
RIL,2,1,2, 	(10-SEP-2025 17:22:51)
RIL,2,1,7, 	(10-SEP-2025 17:22:51)
RIL,2,1,7, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,1,7, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,0,1, 	(10-SEP-2025 17:22:51)
RIL,2,0,6, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
RIL,2,0,4, 	(10-SEP-2025 17:22:51)
RIL,2,0,5, 	(10-SEP-2025 17:22:51)
RIL,2,1,6, 	(10-SEP-2025 17:22:51)
RIL,2,1,7, 	(10-SEP-2025 17:22:51)
RIL,2,1,3, 	(10-SEP-2025 17:22:51)
RIL,2,1,2, 	(10-SEP-2025 17:22:51)
RIL,2,1,1, 	(10-SEP-2025 17:22:51)
RIL,2,1,8, 	(10-SEP-2025 17:22:51)
RIL,2,1,6, 	(10-SEP-2025 17:22:51)
RIL,2,1,1, 	(10-SEP-2025 17:22:51)
RIL,2,1,7, 	(10-SEP-2025 17:22:51)
RIL,2,1,8, 	(10-SEP-2025 17:22:51)
RIL,2,1,9, 	(10-SEP-2025 17:22:51)
RIL,2,1,2, 	(10-SEP-2025 17:22:51)
RIL,2,1,5, 	(10-SEP-2025 17:22:51)
RIL,2,1,10, 	(10-SEP-2025 17:22:51)
RIL,2,1,3, 	(10-SEP-2025 17:22:51)
RIL,2,1,6, 	(10-SEP-2025 17:22:51)
RIL,2,1,9, 	(10-SEP-2025 17:22:51)
RIL,2,0,2, 	(10-SEP-2025 17:22:51)
RIL,2,0,3, 	(10-SEP-2025 17:22:51)
