
<<START>>,<<FMS_OTH_ENTITY_MST>>, 	(15-DEC-2025 14:30:42)
212,V,R,01/01/2020, 	(15-DEC-2025 14:30:45)
213,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
214,V,B,01/01/2020, 	(15-DEC-2025 14:30:45)
214,V,C,01/01/2020, 	(15-DEC-2025 14:30:45)
214,V,R,01/01/2020, 	(15-DEC-2025 14:30:45)
215,V,B,01/01/2020, 	(15-DEC-2025 14:30:45)
215,V,C,01/01/2020, 	(15-DEC-2025 14:30:45)
215,V,R,01/01/2020, 	(15-DEC-2025 14:30:45)
216,V,B,01/03/2020, 	(15-DEC-2025 14:30:45)
216,V,C,01/03/2020, 	(15-DEC-2025 14:30:45)
216,V,R,01/03/2020, 	(15-DEC-2025 14:30:45)
217,V,B,01/03/2020, 	(15-DEC-2025 14:30:45)
217,V,C,01/03/2020, 	(15-DEC-2025 14:30:45)
217,V,R,01/03/2020, 	(15-DEC-2025 14:30:45)
218,V,B,01/03/2020, 	(15-DEC-2025 14:30:45)
218,V,C,01/03/2020, 	(15-DEC-2025 14:30:45)
218,V,R,01/03/2020, 	(15-DEC-2025 14:30:45)
219,V,B,01/03/2020, 	(15-DEC-2025 14:30:45)
219,V,C,01/03/2020, 	(15-DEC-2025 14:30:45)
219,V,R,01/03/2020, 	(15-DEC-2025 14:30:45)
220,V,B,01/03/2020, 	(15-DEC-2025 14:30:45)
220,V,C,01/03/2020, 	(15-DEC-2025 14:30:45)
220,V,R,01/03/2020, 	(15-DEC-2025 14:30:45)
221,V,B,01/03/2020, 	(15-DEC-2025 14:30:45)
221,V,C,01/03/2020, 	(15-DEC-2025 14:30:45)
221,V,R,01/03/2020, 	(15-DEC-2025 14:30:45)
222,V,B,01/03/2020, 	(15-DEC-2025 14:30:45)
222,V,C,01/03/2020, 	(15-DEC-2025 14:30:45)
222,V,R,01/03/2020, 	(15-DEC-2025 14:30:45)
223,V,B,01/05/2020, 	(15-DEC-2025 14:30:45)
223,V,C,01/05/2020, 	(15-DEC-2025 14:30:45)
223,V,R,01/05/2020, 	(15-DEC-2025 14:30:45)
224,V,B,01/05/2020, 	(15-DEC-2025 14:30:45)
224,V,C,01/05/2020, 	(15-DEC-2025 14:30:45)
224,V,R,01/05/2020, 	(15-DEC-2025 14:30:45)
225,V,B,01/05/2020, 	(15-DEC-2025 14:30:45)
225,V,C,01/05/2020, 	(15-DEC-2025 14:30:45)
225,V,R,01/05/2020, 	(15-DEC-2025 14:30:45)
226,V,B,01/06/2020, 	(15-DEC-2025 14:30:45)
226,V,C,01/06/2020, 	(15-DEC-2025 14:30:45)
226,V,R,01/06/2020, 	(15-DEC-2025 14:30:45)
227,V,B,01/06/2020, 	(15-DEC-2025 14:30:45)
227,V,C,01/06/2020, 	(15-DEC-2025 14:30:45)
227,V,R,01/06/2020, 	(15-DEC-2025 14:30:45)
228,V,B,01/07/2020, 	(15-DEC-2025 14:30:45)
228,V,C,01/07/2020, 	(15-DEC-2025 14:30:45)
228,V,R,01/07/2020, 	(15-DEC-2025 14:30:45)
229,V,B,01/07/2020, 	(15-DEC-2025 14:30:45)
229,V,C,01/07/2020, 	(15-DEC-2025 14:30:45)
229,V,R,01/07/2020, 	(15-DEC-2025 14:30:45)
230,V,B,01/07/2020, 	(15-DEC-2025 14:30:45)
230,V,C,01/07/2020, 	(15-DEC-2025 14:30:45)
230,V,R,01/07/2020, 	(15-DEC-2025 14:30:45)
231,V,R,01/03/2020, 	(15-DEC-2025 14:30:45)
232,V,B,01/09/2020, 	(15-DEC-2025 14:30:45)
232,V,C,01/09/2020, 	(15-DEC-2025 14:30:45)
232,V,R,01/09/2020, 	(15-DEC-2025 14:30:45)
233,V,B,01/09/2020, 	(15-DEC-2025 14:30:45)
233,V,C,01/09/2020, 	(15-DEC-2025 14:30:45)
233,V,R,01/09/2020, 	(15-DEC-2025 14:30:45)
234,V,B,01/10/2020, 	(15-DEC-2025 14:30:45)
234,V,C,01/10/2020, 	(15-DEC-2025 14:30:45)
234,V,R,01/10/2020, 	(15-DEC-2025 14:30:45)
235,V,B,01/10/2020, 	(15-DEC-2025 14:30:45)
235,V,C,01/10/2020, 	(15-DEC-2025 14:30:45)
235,V,R,01/10/2020, 	(15-DEC-2025 14:30:45)
236,V,B,01/11/2020, 	(15-DEC-2025 14:30:45)
236,V,C,01/11/2020, 	(15-DEC-2025 14:30:45)
236,V,R,01/11/2020, 	(15-DEC-2025 14:30:45)
237,V,B,01/12/2020, 	(15-DEC-2025 14:30:45)
237,V,C,01/12/2020, 	(15-DEC-2025 14:30:45)
237,V,R,01/12/2020, 	(15-DEC-2025 14:30:45)
238,V,R,01/12/2020, 	(15-DEC-2025 14:30:45)
239,V,B,01/01/2021, 	(15-DEC-2025 14:30:45)
239,V,C,01/01/2021, 	(15-DEC-2025 14:30:45)
239,V,R,01/01/2021, 	(15-DEC-2025 14:30:45)
240,V,B,01/01/2021, 	(15-DEC-2025 14:30:45)
240,V,C,01/01/2021, 	(15-DEC-2025 14:30:45)
240,V,R,01/01/2021, 	(15-DEC-2025 14:30:45)
241,V,B,01/01/2021, 	(15-DEC-2025 14:30:45)
241,V,C,01/01/2021, 	(15-DEC-2025 14:30:45)
241,V,R,01/01/2021, 	(15-DEC-2025 14:30:45)
242,V,B,01/02/2021, 	(15-DEC-2025 14:30:45)
242,V,C,01/02/2021, 	(15-DEC-2025 14:30:45)
242,V,R,01/02/2021, 	(15-DEC-2025 14:30:45)
243,V,B,01/04/2021, 	(15-DEC-2025 14:30:45)
243,V,C,01/04/2021, 	(15-DEC-2025 14:30:45)
243,V,R,01/04/2021, 	(15-DEC-2025 14:30:45)
244,V,B,01/04/2021, 	(15-DEC-2025 14:30:45)
244,V,C,01/04/2021, 	(15-DEC-2025 14:30:45)
244,V,R,01/04/2021, 	(15-DEC-2025 14:30:45)
245,V,B,01/03/2021, 	(15-DEC-2025 14:30:45)
245,V,C,01/03/2021, 	(15-DEC-2025 14:30:45)
245,V,R,01/03/2021, 	(15-DEC-2025 14:30:45)
246,V,B,01/06/2021, 	(15-DEC-2025 14:30:45)
246,V,C,01/06/2021, 	(15-DEC-2025 14:30:45)
246,V,R,01/06/2021, 	(15-DEC-2025 14:30:45)
247,V,B,01/06/2021, 	(15-DEC-2025 14:30:45)
247,V,C,01/06/2021, 	(15-DEC-2025 14:30:45)
247,V,R,01/06/2021, 	(15-DEC-2025 14:30:45)
248,V,B,01/06/2021, 	(15-DEC-2025 14:30:45)
248,V,C,01/06/2021, 	(15-DEC-2025 14:30:45)
248,V,R,01/06/2021, 	(15-DEC-2025 14:30:45)
249,V,B,01/06/2021, 	(15-DEC-2025 14:30:45)
249,V,C,01/06/2021, 	(15-DEC-2025 14:30:45)
249,V,R,01/06/2021, 	(15-DEC-2025 14:30:45)
250,V,B,01/07/2021, 	(15-DEC-2025 14:30:45)
250,V,C,01/07/2021, 	(15-DEC-2025 14:30:45)
250,V,R,01/07/2021, 	(15-DEC-2025 14:30:45)
251,V,B,01/07/2021, 	(15-DEC-2025 14:30:45)
251,V,C,01/07/2021, 	(15-DEC-2025 14:30:45)
251,V,R,01/07/2021, 	(15-DEC-2025 14:30:45)
252,V,B,01/07/2021, 	(15-DEC-2025 14:30:45)
252,V,C,01/07/2021, 	(15-DEC-2025 14:30:45)
252,V,R,01/07/2021, 	(15-DEC-2025 14:30:45)
253,V,R,01/08/2021, 	(15-DEC-2025 14:30:45)
254,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
254,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
254,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
255,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
255,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
255,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
256,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
256,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
256,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
257,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
257,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
257,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
258,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
258,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
258,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
259,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
259,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
259,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
260,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
260,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
260,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
261,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
261,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
261,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
262,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
262,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
262,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
263,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
263,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
263,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
264,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
264,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
264,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
265,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
265,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
265,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
266,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
266,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
266,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
267,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
267,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
267,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
268,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
268,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
268,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
269,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
269,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
269,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
270,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
270,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
270,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
271,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
271,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
271,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
272,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
272,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
272,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
273,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
273,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
273,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
274,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
274,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
274,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
275,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
275,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
275,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
276,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
276,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
276,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
277,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
277,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
277,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
278,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
278,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
278,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
279,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
279,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
279,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
280,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
280,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
280,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
281,V,B,01/12/2021, 	(15-DEC-2025 14:30:45)
281,V,C,01/12/2021, 	(15-DEC-2025 14:30:45)
281,V,R,01/12/2021, 	(15-DEC-2025 14:30:45)
282,V,B,01/02/2022, 	(15-DEC-2025 14:30:45)
282,V,C,01/02/2022, 	(15-DEC-2025 14:30:45)
282,V,R,01/02/2022, 	(15-DEC-2025 14:30:45)
283,V,B,01/03/2022, 	(15-DEC-2025 14:30:45)
283,V,C,01/03/2022, 	(15-DEC-2025 14:30:45)
283,V,R,01/03/2022, 	(15-DEC-2025 14:30:45)
284,V,B,01/03/2022, 	(15-DEC-2025 14:30:45)
284,V,C,01/03/2022, 	(15-DEC-2025 14:30:45)
284,V,R,01/03/2022, 	(15-DEC-2025 14:30:45)
285,V,B,01/04/2022, 	(15-DEC-2025 14:30:45)
285,V,C,01/04/2022, 	(15-DEC-2025 14:30:45)
285,V,R,01/04/2022, 	(15-DEC-2025 14:30:45)
286,V,B,01/04/2022, 	(15-DEC-2025 14:30:45)
286,V,C,01/04/2022, 	(15-DEC-2025 14:30:45)
286,V,R,01/04/2022, 	(15-DEC-2025 14:30:45)
287,V,B,01/05/2022, 	(15-DEC-2025 14:30:45)
287,V,C,01/05/2022, 	(15-DEC-2025 14:30:45)
287,V,R,01/05/2022, 	(15-DEC-2025 14:30:45)
288,V,B,01/03/2022, 	(15-DEC-2025 14:30:45)
288,V,C,01/03/2022, 	(15-DEC-2025 14:30:45)
288,V,R,01/03/2022, 	(15-DEC-2025 14:30:45)
289,V,B,01/03/2022, 	(15-DEC-2025 14:30:45)
289,V,C,01/03/2022, 	(15-DEC-2025 14:30:45)
289,V,R,01/03/2022, 	(15-DEC-2025 14:30:45)
290,V,B,01/05/2022, 	(15-DEC-2025 14:30:45)
290,V,C,01/05/2022, 	(15-DEC-2025 14:30:45)
290,V,R,01/05/2022, 	(15-DEC-2025 14:30:45)
291,V,B,01/05/2022, 	(15-DEC-2025 14:30:45)
291,V,C,31/05/2022, 	(15-DEC-2025 14:30:45)
291,V,R,31/05/2022, 	(15-DEC-2025 14:30:45)
292,V,B,01/06/2022, 	(15-DEC-2025 14:30:45)
292,V,C,01/06/2022, 	(15-DEC-2025 14:30:45)
292,V,R,01/06/2022, 	(15-DEC-2025 14:30:45)
293,V,B,01/07/2022, 	(15-DEC-2025 14:30:45)
293,V,C,01/07/2022, 	(15-DEC-2025 14:30:45)
293,V,R,01/07/2022, 	(15-DEC-2025 14:30:45)
294,V,B,01/07/2022, 	(15-DEC-2025 14:30:45)
294,V,C,01/07/2022, 	(15-DEC-2025 14:30:45)
294,V,R,01/07/2022, 	(15-DEC-2025 14:30:45)
295,V,B,01/08/2022, 	(15-DEC-2025 14:30:45)
295,V,C,01/08/2022, 	(15-DEC-2025 14:30:45)
295,V,R,01/08/2022, 	(15-DEC-2025 14:30:45)
296,V,B,01/09/2022, 	(15-DEC-2025 14:30:45)
296,V,C,01/09/2022, 	(15-DEC-2025 14:30:45)
296,V,R,01/09/2022, 	(15-DEC-2025 14:30:45)
297,V,B,01/09/2022, 	(15-DEC-2025 14:30:45)
297,V,C,01/09/2022, 	(15-DEC-2025 14:30:45)
297,V,R,01/09/2022, 	(15-DEC-2025 14:30:45)
298,V,B,01/09/2022, 	(15-DEC-2025 14:30:45)
298,V,C,01/09/2022, 	(15-DEC-2025 14:30:45)
298,V,R,01/09/2022, 	(15-DEC-2025 14:30:45)
299,V,B,01/09/2022, 	(15-DEC-2025 14:30:45)
299,V,C,01/09/2022, 	(15-DEC-2025 14:30:45)
299,V,R,01/09/2022, 	(15-DEC-2025 14:30:45)
300,V,B,01/09/2022, 	(15-DEC-2025 14:30:45)
300,V,C,01/09/2022, 	(15-DEC-2025 14:30:45)
300,V,R,01/09/2022, 	(15-DEC-2025 14:30:45)
301,V,B,01/09/2022, 	(15-DEC-2025 14:30:45)
301,V,C,01/09/2022, 	(15-DEC-2025 14:30:45)
301,V,R,01/09/2022, 	(15-DEC-2025 14:30:45)
302,V,B,01/09/2022, 	(15-DEC-2025 14:30:45)
302,V,C,01/09/2022, 	(15-DEC-2025 14:30:45)
302,V,R,01/09/2022, 	(15-DEC-2025 14:30:45)
303,V,B,01/09/2022, 	(15-DEC-2025 14:30:45)
303,V,C,01/09/2022, 	(15-DEC-2025 14:30:45)
303,V,R,01/09/2022, 	(15-DEC-2025 14:30:45)
304,V,B,01/09/2022, 	(15-DEC-2025 14:30:45)
304,V,C,01/09/2022, 	(15-DEC-2025 14:30:45)
304,V,R,01/09/2022, 	(15-DEC-2025 14:30:45)
305,V,B,01/09/2022, 	(15-DEC-2025 14:30:45)
305,V,C,01/09/2022, 	(15-DEC-2025 14:30:45)
305,V,R,01/09/2022, 	(15-DEC-2025 14:30:45)
306,V,B,01/09/2022, 	(15-DEC-2025 14:30:45)
306,V,C,01/09/2022, 	(15-DEC-2025 14:30:45)
306,V,R,01/09/2022, 	(15-DEC-2025 14:30:45)
307,V,B,01/10/2022, 	(15-DEC-2025 14:30:45)
307,V,C,01/10/2022, 	(15-DEC-2025 14:30:45)
307,V,R,01/10/2022, 	(15-DEC-2025 14:30:45)
308,V,B,01/11/2022, 	(15-DEC-2025 14:30:45)
308,V,C,01/11/2022, 	(15-DEC-2025 14:30:45)
308,V,R,01/11/2022, 	(15-DEC-2025 14:30:45)
309,V,B,01/11/2022, 	(15-DEC-2025 14:30:45)
309,V,C,01/11/2022, 	(15-DEC-2025 14:30:45)
309,V,R,01/11/2022, 	(15-DEC-2025 14:30:45)
310,V,B,01/12/2022, 	(15-DEC-2025 14:30:45)
310,V,C,01/12/2022, 	(15-DEC-2025 14:30:45)
310,V,R,01/12/2022, 	(15-DEC-2025 14:30:45)
311,V,B,01/12/2022, 	(15-DEC-2025 14:30:45)
311,V,C,01/12/2022, 	(15-DEC-2025 14:30:45)
311,V,R,01/12/2022, 	(15-DEC-2025 14:30:45)
312,V,B,01/01/2023, 	(15-DEC-2025 14:30:45)
312,V,C,01/01/2023, 	(15-DEC-2025 14:30:45)
312,V,R,01/01/2023, 	(15-DEC-2025 14:30:45)
313,V,B,01/02/2023, 	(15-DEC-2025 14:30:45)
313,V,C,01/02/2023, 	(15-DEC-2025 14:30:45)
313,V,R,01/02/2023, 	(15-DEC-2025 14:30:45)
314,V,B,01/02/2023, 	(15-DEC-2025 14:30:45)
314,V,C,01/02/2023, 	(15-DEC-2025 14:30:45)
314,V,R,01/02/2023, 	(15-DEC-2025 14:30:45)
315,V,B,01/03/2023, 	(15-DEC-2025 14:30:45)
315,V,C,01/03/2023, 	(15-DEC-2025 14:30:45)
315,V,R,01/03/2023, 	(15-DEC-2025 14:30:45)
316,V,B,01/01/2023, 	(15-DEC-2025 14:30:45)
316,V,C,01/01/2023, 	(15-DEC-2025 14:30:45)
316,V,R,01/01/2023, 	(15-DEC-2025 14:30:45)
317,V,B,01/04/2023, 	(15-DEC-2025 14:30:45)
317,V,C,01/04/2023, 	(15-DEC-2025 14:30:45)
317,V,R,01/04/2023, 	(15-DEC-2025 14:30:45)
318,V,B,01/04/2023, 	(15-DEC-2025 14:30:45)
318,V,C,01/04/2023, 	(15-DEC-2025 14:30:45)
318,V,R,01/04/2023, 	(15-DEC-2025 14:30:45)
319,V,B,01/04/2023, 	(15-DEC-2025 14:30:45)
319,V,C,01/04/2023, 	(15-DEC-2025 14:30:45)
319,V,R,01/04/2023, 	(15-DEC-2025 14:30:45)
320,V,B,01/04/2023, 	(15-DEC-2025 14:30:45)
320,V,C,01/04/2023, 	(15-DEC-2025 14:30:45)
320,V,R,01/04/2023, 	(15-DEC-2025 14:30:45)
321,V,B,01/04/2023, 	(15-DEC-2025 14:30:45)
321,V,C,01/04/2023, 	(15-DEC-2025 14:30:45)
321,V,R,01/04/2023, 	(15-DEC-2025 14:30:45)
322,V,B,01/04/2023, 	(15-DEC-2025 14:30:45)
322,V,C,01/04/2023, 	(15-DEC-2025 14:30:45)
322,V,R,01/04/2023, 	(15-DEC-2025 14:30:45)
323,V,B,01/04/2023, 	(15-DEC-2025 14:30:45)
323,V,C,01/04/2023, 	(15-DEC-2025 14:30:45)
323,V,R,01/04/2023, 	(15-DEC-2025 14:30:45)
324,V,B,01/05/2023, 	(15-DEC-2025 14:30:45)
324,V,C,01/05/2023, 	(15-DEC-2025 14:30:45)
324,V,R,01/05/2023, 	(15-DEC-2025 14:30:45)
325,V,B,01/03/2023, 	(15-DEC-2025 14:30:45)
325,V,C,01/03/2023, 	(15-DEC-2025 14:30:45)
325,V,R,01/03/2023, 	(15-DEC-2025 14:30:45)
326,V,B,01/06/2023, 	(15-DEC-2025 14:30:45)
326,V,C,01/06/2023, 	(15-DEC-2025 14:30:45)
326,V,R,01/06/2023, 	(15-DEC-2025 14:30:45)
327,V,B,01/07/2023, 	(15-DEC-2025 14:30:45)
327,V,C,01/07/2023, 	(15-DEC-2025 14:30:45)
327,V,R,01/07/2023, 	(15-DEC-2025 14:30:45)
328,V,R,01/07/2023, 	(15-DEC-2025 14:30:45)
329,V,B,01/08/2023, 	(15-DEC-2025 14:30:45)
329,V,C,01/08/2023, 	(15-DEC-2025 14:30:45)
329,V,R,01/08/2023, 	(15-DEC-2025 14:30:45)
330,V,B,01/11/2023, 	(15-DEC-2025 14:30:45)
330,V,C,01/11/2023, 	(15-DEC-2025 14:30:45)
330,V,R,01/11/2023, 	(15-DEC-2025 14:30:45)
331,V,B,01/11/2023, 	(15-DEC-2025 14:30:45)
331,V,C,01/11/2023, 	(15-DEC-2025 14:30:45)
331,V,R,01/11/2023, 	(15-DEC-2025 14:30:45)
332,V,R,01/12/2023, 	(15-DEC-2025 14:30:45)
333,V,R,01/12/2023, 	(15-DEC-2025 14:30:45)
334,V,B,01/01/2024, 	(15-DEC-2025 14:30:45)
334,V,C,01/01/2024, 	(15-DEC-2025 14:30:45)
334,V,R,01/01/2024, 	(15-DEC-2025 14:30:45)
335,V,B,01/01/2024, 	(15-DEC-2025 14:30:45)
335,V,C,01/01/2024, 	(15-DEC-2025 14:30:45)
335,V,R,01/01/2024, 	(15-DEC-2025 14:30:45)
336,V,B,01/01/2024, 	(15-DEC-2025 14:30:45)
336,V,C,01/01/2024, 	(15-DEC-2025 14:30:45)
336,V,R,01/01/2024, 	(15-DEC-2025 14:30:45)
337,V,B,01/01/2024, 	(15-DEC-2025 14:30:45)
337,V,C,01/01/2024, 	(15-DEC-2025 14:30:45)
337,V,R,01/01/2024, 	(15-DEC-2025 14:30:45)
338,V,B,01/01/2024, 	(15-DEC-2025 14:30:45)
338,V,C,01/01/2024, 	(15-DEC-2025 14:30:45)
338,V,R,01/01/2024, 	(15-DEC-2025 14:30:45)
339,V,B,01/11/2023, 	(15-DEC-2025 14:30:45)
339,V,C,01/11/2023, 	(15-DEC-2025 14:30:45)
339,V,R,01/11/2023, 	(15-DEC-2025 14:30:45)
340,V,R,01/01/2024, 	(15-DEC-2025 14:30:45)
341,V,R,01/01/2024, 	(15-DEC-2025 14:30:45)
342,V,R,01/01/2024, 	(15-DEC-2025 14:30:45)
343,V,B,01/01/2024, 	(15-DEC-2025 14:30:45)
343,V,C,01/01/2024, 	(15-DEC-2025 14:30:45)
343,V,R,01/01/2024, 	(15-DEC-2025 14:30:45)
344,V,B,01/01/2024, 	(15-DEC-2025 14:30:45)
344,V,C,01/01/2024, 	(15-DEC-2025 14:30:45)
344,V,R,01/01/2024, 	(15-DEC-2025 14:30:45)
345,V,B,01/01/2024, 	(15-DEC-2025 14:30:45)
345,V,C,01/01/2024, 	(15-DEC-2025 14:30:45)
345,V,R,01/01/2024, 	(15-DEC-2025 14:30:45)
346,V,B,01/01/2024, 	(15-DEC-2025 14:30:45)
346,V,C,01/01/2024, 	(15-DEC-2025 14:30:45)
346,V,R,01/01/2024, 	(15-DEC-2025 14:30:45)
347,V,B,01/01/2024, 	(15-DEC-2025 14:30:45)
347,V,C,01/01/2024, 	(15-DEC-2025 14:30:45)
347,V,R,01/01/2024, 	(15-DEC-2025 14:30:45)
348,V,B,01/01/2024, 	(15-DEC-2025 14:30:45)
348,V,C,01/01/2024, 	(15-DEC-2025 14:30:45)
348,V,R,01/01/2024, 	(15-DEC-2025 14:30:45)
349,V,B,01/01/2024, 	(15-DEC-2025 14:30:45)
349,V,C,01/01/2024, 	(15-DEC-2025 14:30:45)
349,V,R,01/01/2024, 	(15-DEC-2025 14:30:45)
350,V,B,01/03/2024, 	(15-DEC-2025 14:30:45)
350,V,C,01/03/2024, 	(15-DEC-2025 14:30:45)
350,V,R,01/03/2024, 	(15-DEC-2025 14:30:45)
351,V,R,01/03/2024, 	(15-DEC-2025 14:30:45)
352,V,B,30/04/2024, 	(15-DEC-2025 14:30:45)
352,V,C,30/04/2024, 	(15-DEC-2025 14:30:45)
352,V,R,30/04/2024, 	(15-DEC-2025 14:30:45)
353,V,B,30/04/2024, 	(15-DEC-2025 14:30:45)
353,V,C,30/04/2024, 	(15-DEC-2025 14:30:45)
353,V,R,30/04/2024, 	(15-DEC-2025 14:30:45)
354,V,B,01/07/2024, 	(15-DEC-2025 14:30:45)
354,V,C,01/07/2024, 	(15-DEC-2025 14:30:45)
354,V,R,01/07/2024, 	(15-DEC-2025 14:30:45)
355,V,B,01/07/2024, 	(15-DEC-2025 14:30:45)
355,V,C,01/07/2024, 	(15-DEC-2025 14:30:45)
355,V,R,01/07/2024, 	(15-DEC-2025 14:30:45)
356,V,B,01/08/2024, 	(15-DEC-2025 14:30:45)
356,V,C,01/08/2024, 	(15-DEC-2025 14:30:45)
356,V,R,01/08/2024, 	(15-DEC-2025 14:30:45)
357,V,B,22/08/2024, 	(15-DEC-2025 14:30:45)
357,V,C,22/08/2024, 	(15-DEC-2025 14:30:45)
357,V,R,22/08/2024, 	(15-DEC-2025 14:30:45)
358,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
358,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
358,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
359,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
359,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
359,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
360,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
360,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
360,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
361,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
361,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
361,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
362,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
362,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
362,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
363,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
363,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
363,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
364,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
364,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
364,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
365,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
